,folder_name,area_name,year,xmin,ymin,zmin,xmax,ymax,zmax,points
1389,USGS_LPC_NC_Phase4_Yadkin_2017_LAS_2019/,USGS_LPC_NC_Phase4_Yadkin_2017_LAS,2019,-9003571,4298771,-24566,-8953669,4348673,25336,25754602122
1390,USGS_LPC_NC_SandyLot9_2014_LAS_2015/,USGS_LPC_NC_SandyLot9_2014_LAS,2015,-8646273,4196001,-56806,-8531337,4310937,58130,13245466259
1391,USGS_LPC_NC_Sandy_L11_2014_LAS_2015/,USGS_LPC_NC_Sandy_L11_2014_LAS,2015,-8531785,4225581,-51885,-8426617,4330749,53283,9437502686
1392,USGS_LPC_NC_Sandy_L12_2014_LAS_2015/,USGS_LPC_NC_Sandy_L12_2014_LAS,2015,-8634140,4142903,-60104,-8510690,4266353,63346,13699442408
1393,USGS_LPC_NC_Sandy_L13_2014_LAS_2015/,USGS_LPC_NC_Sandy_L13_2014_LAS,2015,-8652993,4088132,-67193,-8517219,4223906,68581,16409365945
1394,USGS_LPC_NC_Sandy_L14_2014_LAS_2015/,USGS_LPC_NC_Sandy_L14_2014_LAS,2015,-8542139,4203774,-87670,-8366691,4379222,87778,16563269705
1395,USGS_LPC_NC_Sandy_L15_2014_LAS_2015/,USGS_LPC_NC_Sandy_L15_2014_LAS,2015,-8647960,4023519,-122922,-8404732,4266747,120306,9088675671
1396,USGS_LPC_NC_Sandy_L6_2014_LAS_2015/,USGS_LPC_NC_Sandy_L6_2014_LAS,2015,-8596825,4330562,-23215,-8549073,4378314,24537,4958053483
1397,USGS_LPC_NC_Sandy_L7_2014_LAS_2015/,USGS_LPC_NC_Sandy_L7_2014_LAS,2015,-8554898,4329524,-23825,-8505906,4378516,25167,6068326239
1398,USGS_LPC_NC_Sandy_Lot10_2014_LAS_2015/,USGS_LPC_NC_Sandy_Lot10_2014_LAS,2015,-8532761,4179439,-51275,-8428801,4283399,52685,7877148714
1399,USGS_LPC_NC_Sandy_Lot8_2014_LAS_2015/,USGS_LPC_NC_Sandy_Lot8_2014_LAS,2015,-8615523,4243870,-59733,-8494707,4364686,61083,13255514297
1400,USGS_LPC_ND_KidderCO_2014_LAS_2016/,USGS_LPC_ND_KidderCO_2014_LAS,2016,-11153894,5882000,-45399,-11061100,5974794,47395,7563245417
1401,USGS_LPC_ND_McKenzieCo_2014_LAS_2018/,USGS_LPC_ND_McKenzieCo_2014_LAS,2018,-11583021,5989208,-83021,-11415271,6156958,84729,21693775098
1402,USGS_LPC_NE_Eastern_UA_2016_LAS_2018/,USGS_LPC_NE_Eastern_UA_2016_LAS,2018,-10809236,4940929,-79749,-10648362,5101803,81125,27922455037
1403,USGS_LPC_NE_Hat_White_Cherry_UTM13_2016_LAS_2019/,USGS_LPC_NE_Hat_White_Cherry_UTM13_2016_LAS,2019,-11407097,5215160,-47489,-11310205,5312052,49403,1511558083
1404,USGS_LPC_NE_Hat_White_Cherry_UTM14_2016_LAS_2019/,USGS_LPC_NE_Hat_White_Cherry_UTM14_2016_LAS,2019,-12227745,4185868,-2146839,-10071999,6341614,8907,29020513576
1405,USGS_LPC_NE_Hat_White_Holt_2016_LAS_2019/,USGS_LPC_NE_Hat_White_Holt_2016_LAS,2019,-11048157,5123449,-78202,-10890621,5280985,79334,20897857099
1406,USGS_LPC_NE_MO_Elkhorn_2011_LAS_2018/,USGS_LPC_NE_MO_Elkhorn_2011_LAS,2018,-11000008,4985583,-142876,-10712610,5272981,144522,3484763250
1407,USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM14_2017_LAS_2019/,USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM14_2017_LAS,2019,-10769344,4865832,-56253,-10654444,4980732,58647,11759238062
1408,USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM15_2017_LAS_2019/,USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM15_2017_LAS,2019,-10706260,4865778,-56343,-10591274,4980764,58643,9863396622
1409,USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM15_TL_2017_LAS_2019/,USGS_LPC_NE_NRCS_OrthoLidar_B1_UTM15_TL_2017_LAS,2019,-10649234,4855132,-18841,-10610912,4893454,19481,347399321
1410,USGS_LPC_NE_NRCS_OrthoLidar_B2_2017_LAS_2019/,USGS_LPC_NE_NRCS_OrthoLidar_B2_2017_LAS,2019,-12238463,3865128,-2146808,-10090237,6013354,1418,31425732388
1411,USGS_LPC_NE_NRCS_OrthoLidar_B4_2017_LAS_2019/,USGS_LPC_NE_NRCS_OrthoLidar_B4_2017_LAS,2019,-10890686,4983794,-84691,-10721116,5153364,84879,25692868728
1412,USGS_LPC_NE_Sandhills_B1_2016_LAS_2018/,USGS_LPC_NE_Sandhills_B1_2016_LAS,2018,-11354063,4979005,-97293,-11157435,5175633,99335,25656159562
1413,USGS_LPC_NE_Sandhills_B2_UTM13_2016_LAS_2018/,USGS_LPC_NE_Sandhills_B2_UTM13_2016_LAS,2018,-11377790,5174258,-19891,-11335586,5216462,22313,453366378
1414,USGS_LPC_NE_Sandhills_B2_UTM14_2016_LAS_2018/,USGS_LPC_NE_Sandhills_B2_UTM14_2016_LAS,2018,-11356108,5068627,-102216,-11149822,5274913,104070,29892704331
1415,USGS_LPC_NE_Sandhills_B3_2016_LAS_2018/,USGS_LPC_NE_Sandhills_B3_2016_LAS,2018,-11159747,4983622,-82682,-10992499,5150870,84566,19428164495
1416,USGS_LPC_NE_Sandhills_B4_UTM13_2016_LAS_2018/,USGS_LPC_NE_Sandhills_B4_UTM13_2016_LAS,2018,-11493047,5122209,-93933,-11303111,5312145,96003,22136924019
1417,USGS_LPC_NE_Sandhills_B4_UTM14_2016_LAS_2018/,USGS_LPC_NE_Sandhills_B4_UTM14_2016_LAS,2018,-11356078,5115940,-31217,-11290732,5181286,34129,5744095092
1418,USGS_LPC_NE_Sandhills_B5_2016_LAS_2018/,USGS_LPC_NE_Sandhills_B5_2016_LAS,2018,-11174041,5114503,-70692,-11031025,5257519,72324,25154648071
1419,USGS_LPC_NE_Sandhills_B6_2016_LAS_2018/,USGS_LPC_NE_Sandhills_B6_2016_LAS,2018,-11063442,5020447,-76613,-10909104,5174785,77725,29476303648
1420,USGS_LPC_NH_Umbagog_2016_LAS_2019/,USGS_LPC_NH_Umbagog_2016_LAS,2019,-8036835,5435418,-126264,-7782325,5689928,128246,60515915437
1421,USGS_LPC_NH_Umbagog_QL1_2016_LAS_2019/,USGS_LPC_NH_Umbagog_QL1_2016_LAS,2019,-8006630,5465231,-10732,-7983276,5488585,12622,9970843789
1422,USGS_LPC_NM_Animas_2014_LAS_2017/,USGS_LPC_NM_Animas_2014_LAS,2017,-12050009,4398958,-25499,-11994927,4454040,29583,4708855373
1423,USGS_LPC_NM_CO_SouthernSanLuis_2015_LAS_2019/,USGS_LPC_NM_CO_SouthernSanLuis_2015_LAS,2019,-11846382,4296322,-71781,-11696958,4445746,77643,41729797444
1424,USGS_LPC_NM_CO_Southern_San_Luis_TL_2015_LAS_2019/,USGS_LPC_NM_CO_Southern_San_Luis_TL_2015_LAS,2019,-11772795,4330439,-22198,-11722717,4380517,27880,3932234023
1425,USGS_LPC_NM_NRCS_Central_A1_2017_LAS_2018/,USGS_LPC_NM_NRCS_Central_A1_2017_LAS,2018,-12728272,2980168,-2146176,-10578876,5129564,3220,37921021746
1426,USGS_LPC_NM_NRCS_Central_A2_2017_LAS_2018/,USGS_LPC_NM_NRCS_Central_A2_2017_LAS,2018,-12824714,3041434,-2145703,-10669126,5197022,9885,30753272143
1427,USGS_LPC_NM_NRCS_Central_A3_2017_LAS_2019/,USGS_LPC_NM_NRCS_Central_A3_2017_LAS,2019,-13042084,3092588,-2145525,-10885992,5248680,10567,17137027978
1428,USGS_LPC_NM_NorthCentral_B1_2016/,USGS_LPC_NM_NorthCentral_B1,2016,-12024483,4156248,-138565,-11742371,4438360,143547,52016350475
1429,USGS_LPC_NM_NorthCentral_B3_2017_LAS_2018/,USGS_LPC_NM_NorthCentral_B3_2017_LAS,2018,-11773671,4229985,-91487,-11585447,4418209,96737,47434554637
1430,USGS_LPC_NM_NorthCentral_B4_2016_LAS_2018/,USGS_LPC_NM_NorthCentral_B4_2016_LAS,2018,-11738864,4090567,-76208,-11582600,4246831,80056,36350712609
1431,USGS_LPC_NM_North_Central_B2_2016/,USGS_LPC_NM_North_Central_B2,2016,-11936456,4156308,-138245,-11654584,4438180,143627,55926859593
1432,USGS_LPC_NM_RioHondo_2014_LAS_2017/,USGS_LPC_NM_RioHondo_2014_LAS,2017,-11784509,3867026,-79561,-11620799,4030736,84149,29266633045
1433,USGS_LPC_NM_RioSanJose_2016_LAS_2019/,USGS_LPC_NM_RioSanJose_2016_LAS,2019,-12092309,4066254,-96396,-11894441,4264122,101472,20164843093
1434,USGS_LPC_NM_Roosevelt_Curry_2015_LAS_2017/,USGS_LPC_NM_Roosevelt_Curry_2015_LAS,2017,-11615578,3969312,-93057,-11426358,4158532,96163,35254731446
1435,USGS_LPC_NM_WhiteSands_2015_LAS_2017/,USGS_LPC_NM_WhiteSands_2015_LAS,2017,-11836532,3864777,-8532,-11816738,3884571,11262,3510817542
1436,USGS_LPC_NV_LasVegas_QL1_2016_LAS_2018/,USGS_LPC_NV_LasVegas_QL1_2016_LAS,2018,-12847030,4286292,-32486,-12780080,4353242,34464,30039283724
1437,USGS_LPC_NV_LasVegas_QL2_2016_LAS_2018/,USGS_LPC_NV_LasVegas_QL2_2016_LAS,2018,-12864975,4286294,-48975,-12764655,4386614,51345,9550470468
1438,USGS_LPC_NV_Reno_Carson_QL1_2017_LAS_2018/,USGS_LPC_NV_Reno_Carson_QL1_2017_LAS,2018,-13393012,4716809,-53075,-13281932,4827889,58005,20286530383
1439,USGS_LPC_NV_Reno_Carson_QL2_2017_LAS_2018/,USGS_LPC_NV_Reno_Carson_QL2_2017_LAS,2018,-13380891,4733461,-55346,-13266369,4847983,59176,8798830949
1440,USGS_LPC_NV_UpperHumboldt_2016_LAS_2018/,USGS_LPC_NV_UpperHumboldt_2016_LAS,2018,-12948039,4951015,-88111,-12769885,5129169,90043,32275504187
1441,USGS_LPC_NY_CayugaOswego_2018_LAS_2019/,USGS_LPC_NY_CayugaOswego_2018_LAS,2019,-8575376,5250985,-85806,-8403062,5423299,86508,33496769553
1442,USGS_LPC_NY_CayugaOswego_TL_2018_LAS_2019/,USGS_LPC_NY_CayugaOswego_TL_2018_LAS,2019,-8567439,5253027,-32528,-8501853,5318613,33058,1355522525
1443,USGS_LPC_NY_Cl_Ess_LChamp_P2_2014_LAS_2016/,USGS_LPC_NY_Cl_Ess_LChamp_P2_2014_LAS,2016,-8321783,5430860,-96054,-8128343,5624300,97386,64941644350
1444,USGS_LPC_NY_FEMA_R2L1_ChautauquaCo_2014_LAS_2017/,USGS_LPC_NY_FEMA_R2L1_ChautauquaCo_2014_LAS,2017,-8879870,5182027,-38449,-8802414,5259483,39007,4075691754
1445,USGS_LPC_NY_FEMA_R2L2_OrleansCo_2014_LAS_2017/,USGS_LPC_NY_FEMA_R2L2_OrleansCo_2014_LAS,2017,-8736177,5323034,-27530,-8680961,5378250,27686,11219718301
1446,USGS_LPC_NY_FEMA_R2_B1_2016_LAS_2018/,USGS_LPC_NY_FEMA_R2_B1_2016_LAS,2018,-8523498,5276684,-72689,-8377390,5422792,73419,14012894519
1447,USGS_LPC_NY_FEMA_R2_B2_2016_LAS_2018/,USGS_LPC_NY_FEMA_R2_B2_2016_LAS,2018,-8437920,5445626,-101981,-8232190,5651356,103749,77062324379
1448,USGS_LPC_NY_FEMA_R2_Northeast_2017_LAS_2019/,USGS_LPC_NY_FEMA_R2_Northeast_2017_LAS,2019,-8432571,5302692,-133756,-8163873,5571390,134942,42392585329
1449,USGS_LPC_NY_FEMA_R2_Seneca_2012_LAS_2015/,USGS_LPC_NY_FEMA_R2_Seneca_2012_LAS,2015,-8644627,5181588,-84284,-8473589,5352626,86754,4161947279
1450,USGS_LPC_NY_LongIsland_Z18_2014_LAS_2015/,USGS_LPC_NY_LongIsland_Z18_2014_LAS,2015,-8211811,4903303,-98655,-8013855,5101259,99301,13461530284
1451,USGS_LPC_NY_MadisonOtsegoCo_2015_LAS_2017/,USGS_LPC_NY_MadisonOtsegoCo_2015_LAS,2017,-8458556,5205455,-76050,-8306842,5357169,75664,30668740647
1452,USGS_LPC_NY_Sandy_Ul_Du_Or_2013_LAS_2016/,USGS_LPC_NY_Sandy_Ul_Du_Or_2013_LAS,2016,-8330179,5033170,-77032,-8174921,5188428,78226,99654782427
1453,USGS_LPC_NY_Schoharie_2014_LAS_2016/,USGS_LPC_NY_Schoharie_2014_LAS,2016,-8333983,5213700,-48754,-8235497,5312186,49732,26235747927
1454,USGS_LPC_NY_Southwest_2_CO_2016_LAS_2018/,USGS_LPC_NY_Southwest_2_CO_2016_LAS,2018,-8695056,5145301,-59289,-8575436,5264921,60331,38371159111
1455,USGS_LPC_NY_Southwest_B2_2017_LAS_2019/,USGS_LPC_NY_Southwest_B2_2017_LAS,2019,-8887418,5066073,-802,-8550578,5402913,336038,38035391147
1456,USGS_LPC_NY_Southwest_B2_TL_2017_LAS_2019/,USGS_LPC_NY_Southwest_B2_TL_2017_LAS,2019,-8764297,5158971,-23193,-8715333,5207935,25771,822751752
1457,USGS_LPC_NY_Southwest_East_2017_LAS_2018/,USGS_LPC_NY_Southwest_East_2017_LAS,2018,-8879788,5145235,-58424,-8762886,5262137,58478,39543355432
1458,USGS_LPC_OH_ChippewaWatershed_2017_LAS_2018/,USGS_LPC_OH_ChippewaWatershed_2017_LAS,2018,-9115684,5012284,-2184,-9110630,5017338,2870,22922758
1459,USGS_LPC_OH_Clinton_2018_LAS_2019/,USGS_LPC_OH_Clinton_2018_LAS,2019,-9353304,4752766,-23493,-9301588,4804482,28223,4492402464
1460,USGS_LPC_OH_Columbus_2019/,USGS_LPC_OH_Columbus,2019,-9288029,4829573,-49726,-9187803,4929799,50500,46432698522
1461,USGS_LPC_OH_Delaware_2018_LAS_2019/,USGS_LPC_OH_Delaware_2018_LAS,2019,-9268750,4877942,-26940,-9210184,4936508,31626,4986392161
1462,USGS_LPC_OH_LowerMaumee_B16_2016_LAS_2017/,USGS_LPC_OH_LowerMaumee_B16_2016_LAS,2017,-9393628,4977245,-92797,-9207114,5163759,93717,23229418825
1463,USGS_LPC_OK_3County_2017_LAS_2019/,USGS_LPC_OK_3County_2017_LAS,2019,-10644349,4227052,-71996,-10499417,4371984,72936,19761683542
1464,USGS_LPC_OK_Area1_1A_2011_LAS_2016/,USGS_LPC_OK_Area1_1A_2011_LAS,2016,-10839502,4283315,-77222,-10683772,4439045,78508,2367247883
1465,USGS_LPC_OK_Area1_1B_2011_LAS_2017/,USGS_LPC_OK_Area1_1B_2011_LAS,2017,-10877113,4202065,-60005,-10755667,4323511,61441,2922284724
1466,USGS_LPC_OK_Area1_1D_2011_LAS_2017/,USGS_LPC_OK_Area1_1D_2011_LAS,2017,-10814095,4078007,-64870,-10683043,4209059,66182,3359058775
1467,USGS_LPC_OK_Area2_2011_LAS_2016/,USGS_LPC_OK_Area2_2011_LAS,2016,-11063609,4145396,-146212,-10770043,4438962,147354,9629543571
1468,USGS_LPC_OK_Area4_2011_LAS_2018/,USGS_LPC_OK_Area4_2011_LAS,2018,-10985100,3980635,-96803,-10790238,4175497,98059,5946024296
1469,USGS_LPC_OK_Cache_L5_2014_LAS_2015/,USGS_LPC_OK_Cache_L5_2014_LAS,2015,-11013962,4044656,-50918,-10910326,4148292,52718,17498369492
1470,USGS_LPC_OK_Craig_Nowata_2015_LAS_2017/,USGS_LPC_OK_Craig_Nowata_2015_LAS,2017,-10666203,4358878,-46596,-10573675,4451406,45932,13257901084
1471,USGS_LPC_OK_DamRehab3_7_2011_LAS_2018/,USGS_LPC_OK_DamRehab3_7_2011_LAS,2018,-11154431,4044053,-99208,-10954763,4243721,100460,7260560029
1472,USGS_LPC_OK_NRCS_Area1C_2012_LAS_2018/,USGS_LPC_OK_NRCS_Area1C_2012_LAS,2018,-10762195,4202041,-40095,-10680681,4283555,41419,2247645975
1473,USGS_LPC_OK_NRCS_Area1E_2012_LAS_2018/,USGS_LPC_OK_NRCS_Area1E_2012_LAS,2018,-10690289,4051688,-88060,-10513065,4228912,89164,2658096311
1474,USGS_LPC_OK_North_Corridor_B4_2017_LAS_2018/,USGS_LPC_OK_North_Corridor_B4_2017_LAS,2018,-10672908,4029253,-119787,-10432488,4269673,120633,54760110812
1475,USGS_LPC_OK_Woodward_UTM14_B1_2016_LAS_2018/,USGS_LPC_OK_Woodward_UTM14_B1_2016_LAS,2018,-11133872,4229905,-150516,-10831732,4532045,151624,37757293302
1476,USGS_LPC_OK_Woodward_UTM14_B2_2016_LAS_2018/,USGS_LPC_OK_Woodward_UTM14_B2_2016_LAS,2018,-11146503,4095615,-114114,-10917215,4324903,115174,33294132889
1477,USGS_LPC_OK_Woodward_UTM15_B3_2016__LAS_2018/,USGS_LPC_OK_Woodward_UTM15_B3_2016__LAS,2018,-10807407,4282582,-92080,-10622463,4467526,92864,37232643197
1478,USGS_LPC_OK_Woodward_UTM15_B4_2016__LAS_2018/,USGS_LPC_OK_Woodward_UTM15_B4_2016__LAS,2018,-10698523,4166046,-72914,-10552309,4312260,73300,45960317024
1479,USGS_LPC_OK_Woodward_UTM15_B5_2016__LAS_2018/,USGS_LPC_OK_Woodward_UTM15_B5_2016__LAS,2018,-10716475,4001481,-74844,-10566141,4151815,75490,43115738932
1480,USGS_LPC_OK_Woodward_UTM15_B6_2016_LAS_2019/,USGS_LPC_OK_Woodward_UTM15_B6_2016_LAS,2019,-10702325,4290123,-28734,-10644333,4348115,29258,22081894665
1481,USGS_LPC_OR_HarneyCounty_2018_LAS_2019/,USGS_LPC_OR_HarneyCounty_2018_LAS,2019,-13282679,5381605,-26654,-13226531,5437753,29494,7304453733
1482,USGS_LPC_OR_HarneyCounty_TL_2018_LAS_2019/,USGS_LPC_OR_HarneyCounty_TL_2018_LAS,2019,-13270125,5378488,-20423,-13226537,5422076,23165,261406810
1483,USGS_LPC_OR_OLC_Wallowa_2015_LAS_2017/,USGS_LPC_OR_OLC_Wallowa_2015_LAS,2017,-13149570,5635693,-66025,-13013460,5771803,70085,17140013623
1484,USGS_LPC_PA_Allentown_2016_LAS_2017/,USGS_LPC_PA_Allentown_2016_LAS,2017,-8410969,4944518,-8382,-8394753,4960734,7834,1183630721
1485,USGS_LPC_PA_Dauphin_2016_LAS_2017/,USGS_LPC_PA_Dauphin_2016_LAS,2017,-8587797,4882444,-40031,-8506853,4963388,40913,8160436661
1486,USGS_LPC_PA_South_Central_B1_2017_LAS_2019/,USGS_LPC_PA_South_Central_B1_2017_LAS,2019,-8703027,4823243,-118603,-8466893,5059377,117531,76019979744
1487,USGS_LPC_PA_South_Central_B2_2017_LAS_2019/,USGS_LPC_PA_South_Central_B2_2017_LAS,2019,-8645282,4952646,-74007,-8496420,5101508,74855,57385061771
1488,USGS_LPC_PR_PRVI_A_2018/,USGS_LPC_PR_PRVI_A,2018,-7564423,1920979,-134049,-7294365,2191037,136009,90878087626
1489,USGS_LPC_PR_PRVI_C_2018/,USGS_LPC_PR_PRVI_C,2018,-7406626,1977934,-72698,-7260256,2124304,73672,5865072350
1490,USGS_LPC_PR_PRVI_D_2018/,USGS_LPC_PR_PRVI_D,2018,-7460104,2003242,-61218,-7332130,2131216,66756,95858824868
1491,USGS_LPC_PR_PRVI_E_2018/,USGS_LPC_PR_PRVI_E,2018,-7488731,1997643,-79529,-7328351,2158023,80851,19241620294
1492,USGS_LPC_PR_PRVI_F_2018/,USGS_LPC_PR_PRVI_F,2018,-7486209,2045129,-41998,-7398483,2132855,45728,30759497718
1493,USGS_LPC_PR_PRVI_G_2018/,USGS_LPC_PR_PRVI_G,2018,-7398489,2053744,-32603,-7332111,2120122,33775,22435137525
1494,USGS_LPC_PR_PRVI_H_2018/,USGS_LPC_PR_PRVI_H,2018,-7389016,2016872,-42572,-7301296,2104592,45148,56409693116
1495,USGS_LPC_PR_PRVI_VI_B1_2018/,USGS_LPC_PR_PRVI_VI_B1,2018,-7245363,2053526,-23746,-7196565,2102324,25052,10886328362
1496,USGS_LPC_PR_PRVI_VI_B2_2018/,USGS_LPC_PR_PRVI_VI_B2,2018,-7225206,1987231,-18389,-7187244,2025193,19573,16193362477
1497,USGS_LPC_PR_PuertoRico_2015_LAS_2018/,USGS_LPC_PR_PuertoRico_2015_LAS,2018,-7564720,1908242,-152011,-7259474,2213488,153235,89457819260
1498,USGS_LPC_PR_PuertoRico_2016_LAS_2017/,USGS_LPC_PR_PuertoRico_2016_LAS,2017,-7564720,1910847,-152040,-7259474,2216093,153206,27224980362
1499,USGS_LPC_SC_6County_Abbeville_2012_LAS_2017/,USGS_LPC_SC_6County_Abbeville_2012_LAS,2017,-9215134,4029857,-32237,-9149846,4095145,33051,4550113192
1500,USGS_LPC_SC_6County_Aiken_2012_LAS_2017/,USGS_LPC_SC_6County_Aiken_2012_LAS,2017,-9131970,3920137,-46907,-9036998,4015109,48065,10601949100
1501,USGS_LPC_SC_6County_Barnwell_2012_LAS_2017/,USGS_LPC_SC_6County_Barnwell_2012_LAS,2017,-9104222,3900078,-33137,-9036874,3967426,34211,5894220554
1502,USGS_LPC_SC_6County_Calhoun_2012_LAS_2017/,USGS_LPC_SC_6County_Calhoun_2012_LAS,2017,-9024211,3952314,-32411,-8958399,4018126,33401,4803858302
1503,USGS_LPC_SC_6County_Edgefield_2012_LAS_2017/,USGS_LPC_SC_6County_Edgefield_2012_LAS,2017,-9150819,3964441,-24351,-9088089,4027171,38379,5111995313
1504,USGS_LPC_SC_6County_McCormick_2012_LAS_2017/,USGS_LPC_SC_6County_McCormick_2012_LAS,2017,-9198579,3971667,-34390,-9129061,4041185,35128,3931535789
1505,USGS_LPC_SC_Charleston_2016_LAS_2019/,USGS_LPC_SC_Charleston_2016_LAS,2019,-8957161,3808272,-67407,-8822285,3943148,67469,26124486247
1506,USGS_LPC_SC_East_Central_2017_LAS_2019/,USGS_LPC_SC_East_Central_2017_LAS,2019,-9059307,3886050,-83829,-8891111,4054246,84367,43433945296
1507,USGS_LPC_SC_East_Central_TL_2018_LAS_2019/,USGS_LPC_SC_East_Central_TL_2018_LAS,2019,-9056737,3897723,-57002,-8942115,4012345,57620,1064803085
1508,USGS_LPC_SC_Georgetown_2016_LAS_2019/,USGS_LPC_SC_Georgetown_2016_LAS,2019,-8878430,3908473,-45726,-8786586,4000317,46118,17236375809
1509,USGS_LPC_SC_Williamsburg_2016_LAS_2019/,USGS_LPC_SC_Williamsburg_2016_LAS,2019,-8918278,3929292,-44813,-8828126,4019444,45339,19175526632
1510,USGS_LPC_SD_MORiver_Woolpert_B1_2016_LAS_2018/,USGS_LPC_SD_MORiver_Woolpert_B1_2016_LAS,2018,-11026726,5391752,-51674,-10922362,5496116,52690,120409419012
1511,USGS_LPC_SD_MORiver_Woolpert_B2_2016/,USGS_LPC_SD_MORiver_Woolpert_B2,2016,-11093257,5386472,-54262,-10983657,5496072,55338,113399000608
1512,USGS_LPC_SD_MORiver_Woolpert_B2_2016_LAS_2018/,USGS_LPC_SD_MORiver_Woolpert_B2_2016_LAS,2018,-11099264,5386472,-54285,-10989616,5496120,55363,141296721806
1513,USGS_LPC_SD_MORiver_Woolpert_B3_2016/,USGS_LPC_SD_MORiver_Woolpert_B3,2016,-11055362,5271487,-67513,-10919248,5407601,68601,54340397529
1514,USGS_LPC_SD_MORiver_Woolpert_B3_2016_LAS_2018/,USGS_LPC_SD_MORiver_Woolpert_B3_2016_LAS,2018,-11055362,5270306,-68712,-10916886,5408782,69764,128367845289
1515,USGS_LPC_SD_NRCS_DAS_2017_LAS_2019/,USGS_LPC_SD_NRCS_DAS_2017_LAS,2019,-11582438,5608712,-112989,-11354314,5836836,115135,57772549976
1516,USGS_LPC_SD_NRCS_Fugro_B1_2017_LAS_2019/,USGS_LPC_SD_NRCS_Fugro_B1_2017_LAS,2019,-11584846,5419809,-114107,-11354754,5649901,115985,48811308600
1517,USGS_LPC_SD_NRCS_Fugro_B1_TL_2017_LAS_2019/,USGS_LPC_SD_NRCS_Fugro_B1_TL_2017_LAS,2019,-11379444,5540817,-20393,-11337362,5582899,21689,157410431
1518,USGS_LPC_SD_NRCS_Fugro_B2_2017_LAS_2019/,USGS_LPC_SD_NRCS_Fugro_B2_2017_LAS,2019,-11584724,5466365,-48136,-11485474,5565615,51114,28238136421
1519,USGS_LPC_SD_NRCS_Fugro_B2_TL_2017_LAS_2019/,USGS_LPC_SD_NRCS_Fugro_B2_TL_2017_LAS,2019,-11515061,5536589,-1848,-11509359,5542291,3854,125405714
1520,USGS_LPC_SD_NRCS_PAR_2017_LAS_2018/,USGS_LPC_SD_NRCS_PAR_2017_LAS,2018,-11584491,5513276,-114530,-11353479,5744288,116482,86386680634
1521,USGS_LPC_TN_27Co_blk1_2015_LAS_2017/,USGS_LPC_TN_27Co_blk1_2015_LAS,2017,-9467893,4231489,-93548,-9279193,4420189,95152,54493069896
1522,USGS_LPC_TN_27County_blk1_2015_LAS_2017/,USGS_LPC_TN_27County_blk1_2015_LAS,2017,-9467893,4231489,-93548,-9279193,4420189,95152,54493069896
1523,USGS_LPC_TN_27County_blk1_2015_LAS_2018/,USGS_LPC_TN_27County_blk1_2015_LAS,2018,-9467893,4231489,-93548,-9279193,4420189,95152,54493069896
1524,USGS_LPC_TN_27County_blk2_2015_LAS_2017/,USGS_LPC_TN_27County_blk2_2015_LAS,2017,-9557619,4237637,-77820,-9401907,4393349,77892,68949164842
1525,USGS_LPC_TN_27County_blk3_2015_LAS_2017/,USGS_LPC_TN_27County_blk3_2015_LAS,2017,-9602346,4132141,-108915,-9383036,4351451,110395,44034973621
1526,USGS_LPC_TN_27County_blk4_2015_LAS_2018/,USGS_LPC_TN_27County_blk4_2015_LAS,2018,-9612575,4105388,-71585,-9418855,4299108,122135,56590320641
1527,USGS_LPC_TN_3County_2015_LAS_2017/,USGS_LPC_TN_3County_2015_LAS,2017,-9980271,4117321,-72111,-9835361,4262231,72799,32875799858
1528,USGS_LPC_TN_BlountCo_2015_LAS_2017/,USGS_LPC_TN_BlountCo_2015_LAS,2017,-9372922,4226459,-28594,-9314110,4285271,30218,6350590026
1529,USGS_LPC_TN_Eastern_2_16_B16_Del2_2016_LAS_2017/,USGS_LPC_TN_Eastern_2_16_B16_Del2_2016_LAS,2017,-9405854,4203016,-90429,-9224416,4384454,91009,44743753290
1530,USGS_LPC_TN_Eastern_2_16_B16_Del3_2016_LAS_2017/,USGS_LPC_TN_Eastern_2_16_B16_Del3_2016_LAS,2017,-9310069,4250815,-65502,-9176763,4384121,67804,43863592537
1531,USGS_LPC_TN_Eastern_2_16_B16_Del4_2016_LAS_2017/,USGS_LPC_TN_Eastern_2_16_B16_Del4_2016_LAS,2017,-9209836,4278846,-59922,-9087430,4401252,62484,51432021748
1532,USGS_LPC_TN_Middle_B1_2018_LAS_2019/,USGS_LPC_TN_Middle_B1_2018_LAS,2019,-9756741,4248432,-104524,-9547047,4458126,105170,48066671694
1533,USGS_LPC_TN_Middle_B2_2018_LAS_2019/,USGS_LPC_TN_Middle_B2_2018_LAS,2019,-9767934,4172539,-106770,-9555006,4385467,106158,55565546383
1534,USGS_LPC_TN_Middle_B3_2018_LAS_2019/,USGS_LPC_TN_Middle_B3_2018_LAS,2019,-9767213,4117002,-83896,-9597019,4287196,86298,55015904210
1535,USGS_LPC_TN_NRCS_L1_2011_12_LAS_2017/,USGS_LPC_TN_NRCS_L1_2011_12_LAS,2017,-10038610,4217779,-82803,-9872494,4383895,83313,22570180256
